Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,"3,290",33.4
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,119,32.9
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"40,591",19.5
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,373,22.2
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"51,496",27.1
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,400,23
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"78,129",20.2
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,374,23.5
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,"13,685",33.4
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,180,32.9
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"31,151",19.5
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,160,22.2
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"19,886",27.1
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,206,23
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"50,759",20.2
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,203,23.5
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,"4,158",33.4
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,71,32.9
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"3,796",0.2
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,207,2.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"24,042",(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,76,3.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"2,358",4.3
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,77,2.7
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,20,3.2
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"15,585",0.2
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,274,2.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,117,3.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"9,771",4.3
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,146,2.7
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,48,3.2
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,51,0.2
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,29,2.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,5,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,216,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,10,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"1,074",0.2
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,30,2.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"680,310",(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,18,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,191,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,7,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"63,226",0.2
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,237,2.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"10,715",(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,78,3.4
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"22,615",4.3
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,128,2.7
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,764,(L)
CENSUS,2017,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,25,(L)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"30,354",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,"1,999",63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"4,890,652",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,"3,473",42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"98,456",13.1
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,221,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,"67,707",17.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,129,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"6,914",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,560,63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"6,048,049",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,"1,327",42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"13,861",13.1
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,40,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,"13,593",17.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,35,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"2,312",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,91,63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"752,145",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,129,42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,37,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,33,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"30,724",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,105,63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"658,273",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,149,42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,14,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,7,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"66,007",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,"1,588",63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"3,641,910",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,"2,428",42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"314,968",13.1
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,146,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,128,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"8,037",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,345,63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"796,113",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,528,42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"4,440",13.1
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,43,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,"3,745",17.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,18,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"152,855",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,473,63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"829,598",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,683,42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED,"9,696",13.1
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,56,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED,"7,699",17.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,26,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"52,368",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,234,63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"1,183,759",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,163,42.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, WOODLAND - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, WOODLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,20,39
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - ACRES",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,AG LAND,"AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,5,37.5
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11,,,0,,AG LAND,"AG LAND, CROPLAND - ACRES",TOTAL,NOT SPECIFIED,"4,954",16.9
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11,,,0,,AG LAND,"AG LAND, CROPLAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,51,63.7
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11,,,0,,AG LAND,"AG LAND, PASTURELAND - ACRES",TOTAL,NOT SPECIFIED,"59,714",8
CENSUS,2017,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11,,,0,,AG LAND,"AG LAND, PASTURELAND - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,80,42.9
